id,地点,x,y
1,勉县,106.67584,33.15273
2,宁强,106.25958,32.82881
3,棋盘关,106.140993,32.741585
4,广元,105.829757,32.433668
5,昭化,105.640491,32.386518
6,剑阁,105.5252,32.28845
7,汉阳,105.5129321,32.13781398
8,武连,105.2769611,31.88673999
9,梓潼,105.16183,31.6359
10,绵阳,104.741722,"31.46402	"
11,白马关,104.458958,31.297164
12,德阳,104.398651,31.127991
13,广汉,104.28234,30.97686
14,成都,104.065735,30.659462
